Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
40,No,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,1,483,4.0,Female,46,4,1,Laboratory Technician,3,Married,9985.0,22495,3,Y,Yes,13,3,3,80,1,10,3,3,7,7,1,7
21,No,Non-Travel,895,Sales,9,2,Medical,1,484,1.0,Male,39,3,1,Sales Representative,4,Single,3697.0,2851,1,Y,No,24,4,3,80,0,3,3,2,3,2,2,2
33,Yes,Travel_Rarely,350,Sales,5,3,Marketing,1,485,4.0,Female,34,3,1,Sales Representative,3,Single,7457.0,9150,1,Y,Yes,13,3,2,80,0,1,2,3,1,0,0,0
37,No,Travel_Rarely,921,Research & Development,10,3,Medical,1,486,3.0,Female,98,3,1,Laboratory Technician,1,Married,2119.0,17663,6,Y,No,20,4,2,80,1,17,3,3,5,4,0,3
46,No,Non-Travel,1144,Research & Development,7,4,Medical,1,487,3.0,Female,30,3,2,Manufacturing Director,3,Married,3983.0,16044,2,Y,No,14,3,3,80,0,7,2,4,1,0,0,0
41,Yes,Travel_Frequently,143,Sales,4,3,Marketing,1,488,1.0,Male,56,3,2,Sales Executive,2,Single,6118.0,9558,1,Y,No,18,3,3,80,0,8,5,3,8,7,7,7
50,No,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,1,491,4.0,Male,100,2,3,Healthcare Representative,4,Single,6214.0,2755,6,Y,No,15,3,4,80,0,20,2,3,4,3,1,3
40,Yes,Travel_Rarely,575,Sales,22,2,Marketing,1,492,3.0,Male,68,2,2,Sales Executive,3,Married,6347.0,6110,2,Y,Yes,12,3,1,80,2,8,6,3,6,4,1,0
31,No,Travel_Rarely,408,Research & Development,9,4,Life Sciences,1,493,3.0,Male,42,2,1,Research Scientist,2,Single,11510.0,7551,0,Y,Yes,16,3,4,80,0,3,5,3,2,2,2,2
21,Yes,Travel_Rarely,156,Sales,12,3,Life Sciences,1,494,3.0,Female,90,4,1,Sales Representative,2,Single,7143.0,25422,1,Y,No,15,3,4,80,0,1,0,3,1,0,0,0
29,No,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,1,495,4.0,Male,54,3,1,Research Scientist,4,Single,8268.0,18168,9,Y,No,16,3,4,80,0,6,4,3,3,2,1,2
35,No,Travel_Rarely,755,Research & Development,9,4,Life Sciences,1,496,3.0,Male,97,2,2,Healthcare Representative,2,Single,8095.0,19394,9,Y,No,19,3,3,80,0,10,5,3,1,1,0,0
27,No,Travel_Rarely,1469,Research & Development,1,2,Medical,1,497,4.0,Male,82,3,1,Laboratory Technician,2,Divorced,2904.0,17881,1,Y,No,11,3,2,80,1,5,2,3,5,2,0,4
28,No,Travel_Rarely,304,Sales,9,4,Life Sciences,1,498,2.0,Male,92,3,2,Sales Executive,4,Single,6032.0,20750,1,Y,No,16,3,4,80,0,7,1,3,7,5,0,7
49,No,Travel_Rarely,1261,Research & Development,7,3,Other,1,499,2.0,Male,31,2,3,Healthcare Representative,3,Single,2976.0,12066,8,Y,No,24,4,3,80,0,26,2,3,5,2,0,0
51,No,Travel_Rarely,1178,Sales,14,2,Life Sciences,1,500,3.0,Female,87,3,2,Sales Executive,4,Married,15992.0,14862,4,Y,No,11,3,3,80,1,18,2,2,7,7,0,7
36,No,Travel_Rarely,329,Research & Development,2,3,Life Sciences,1,501,4.0,Female,96,3,1,Research Scientist,3,Married,4649.0,11868,4,Y,No,13,3,2,80,1,6,3,3,2,2,2,2
34,Yes,Non-Travel,1362,Sales,19,3,Marketing,1,502,1.0,Male,67,4,2,Sales Executive,4,Single,2696.0,4652,8,Y,Yes,13,3,2,80,0,9,3,2,5,2,0,4
55,No,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,1,505,3.0,Female,97,3,4,Manager,4,Single,2370.0,23258,2,Y,Yes,13,3,3,80,0,30,2,3,5,4,1,2
24,No,Travel_Rarely,1371,Sales,10,4,Marketing,1,507,4.0,Female,77,3,2,Sales Executive,3,Divorced,12504.0,5915,1,Y,Yes,12,3,4,80,1,5,2,4,5,2,0,3
30,No,Travel_Rarely,202,Sales,2,1,Technical Degree,1,508,3.0,Male,72,3,1,Sales Representative,2,Married,5974.0,17434,1,Y,No,18,3,1,80,1,1,3,3,1,0,0,0
26,Yes,Travel_Frequently,575,Research & Development,3,1,Technical Degree,1,510,3.0,Male,73,3,1,Research Scientist,1,Single,4736.0,6582,0,Y,No,22,4,3,80,0,7,2,3,6,4,0,4
22,No,Travel_Rarely,253,Research & Development,11,3,Medical,1,511,1.0,Female,43,3,1,Research Scientist,2,Married,5296.0,24440,1,Y,No,13,3,4,80,1,2,1,3,2,1,1,2
36,No,Travel_Rarely,164,Sales,2,2,Medical,1,513,3.0,Male,61,2,3,Sales Executive,3,Married,6781.0,3809,1,Y,No,13,3,2,80,2,10,2,3,10,9,9,0
30,Yes,Travel_Frequently,464,Research & Development,4,3,Technical Degree,1,514,3.0,Male,40,3,1,Research Scientist,4,Single,2174.0,3427,9,Y,Yes,23,4,3,80,0,3,4,3,1,0,0,0
37,No,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,1,515,4.0,Female,95,3,1,Laboratory Technician,1,Divorced,6653.0,26914,1,Y,No,12,3,3,80,1,18,2,2,18,7,12,17
40,No,Travel_Rarely,759,Sales,2,2,Marketing,1,516,4.0,Female,46,3,2,Sales Executive,2,Divorced,9699.0,22553,7,Y,No,12,3,3,80,2,8,5,3,5,4,1,3
42,No,Travel_Rarely,201,Research & Development,1,4,Life Sciences,1,517,2.0,Female,95,3,1,Laboratory Technician,1,Divorced,6755.0,20490,3,Y,No,16,3,2,80,1,8,5,3,5,2,1,2
37,No,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,1,518,3.0,Male,49,3,2,Manufacturing Director,2,Single,2213.0,21123,2,Y,Yes,12,3,4,80,0,18,2,2,1,0,0,1
43,No,Travel_Rarely,982,Research & Development,12,3,Life Sciences,1,520,1.0,Male,59,2,4,Research Director,2,Divorced,2610.0,4345,1,Y,No,11,3,3,80,1,25,3,3,25,10,3,9
40,No,Travel_Rarely,555,Research & Development,2,3,Medical,1,521,2.0,Female,78,2,2,Laboratory Technician,3,Married,2851.0,13436,6,Y,No,22,4,2,80,1,20,3,3,1,0,0,0
34,No,Non-Travel,1381,Sales,4,4,Marketing,1,523,3.0,Female,72,3,2,Sales Executive,3,Married,3452.0,12740,9,Y,No,15,3,1,80,1,6,3,3,3,2,1,2
31,No,Travel_Rarely,480,Research & Development,7,2,Medical,1,524,2.0,Female,31,3,2,Manufacturing Director,1,Married,5258.0,4156,1,Y,No,12,3,2,80,1,13,5,1,13,10,3,12
43,No,Travel_Frequently,313,Research & Development,21,3,Medical,1,525,4.0,Male,61,3,1,Laboratory Technician,4,Married,9355.0,15238,7,Y,No,20,4,1,80,1,8,1,3,3,2,1,2
43,No,Travel_Rarely,1473,Research & Development,8,4,Other,1,526,3.0,Female,74,3,2,Healthcare Representative,3,Divorced,10496.0,2227,4,Y,Yes,14,3,4,80,0,8,3,3,5,2,0,2
25,No,Travel_Rarely,891,Sales,4,2,Life Sciences,1,527,2.0,Female,99,2,2,Sales Executive,4,Single,6380.0,12090,1,Y,Yes,11,3,2,80,0,5,3,3,5,4,1,3
37,No,Non-Travel,1063,Research & Development,25,5,Medical,1,529,2.0,Female,72,3,2,Research Scientist,3,Married,2657.0,23866,3,Y,Yes,15,3,1,80,2,15,2,3,13,11,10,7
31,No,Travel_Rarely,329,Research & Development,1,2,Life Sciences,1,530,4.0,Male,98,2,1,Laboratory Technician,1,Married,2716.0,16193,1,Y,No,12,3,3,80,1,4,3,3,4,2,3,2
56,No,Travel_Frequently,906,Sales,6,3,Life Sciences,1,532,3.0,Female,86,4,4,Sales Executive,1,Married,2201.0,18256,9,Y,No,11,3,4,80,3,36,0,2,7,7,7,7
30,No,Travel_Rarely,1082,Sales,12,3,Technical Degree,1,533,2.0,Female,83,3,2,Sales Executive,3,Single,6540.0,19558,0,Y,No,11,3,2,80,0,6,6,3,5,4,4,4
41,No,Travel_Rarely,645,Sales,1,3,Marketing,1,534,2.0,Male,49,4,3,Sales Executive,1,Married,3816.0,19566,1,Y,No,16,3,3,80,1,10,2,3,10,7,0,7
28,No,Travel_Rarely,1300,Research & Development,17,2,Medical,1,536,3.0,Male,79,3,2,Laboratory Technician,1,Divorced,5253.0,13535,1,Y,No,12,3,4,80,1,10,2,3,10,0,1,8
25,Yes,Travel_Rarely,688,Research & Development,3,3,Medical,1,538,1.0,Male,91,3,1,Laboratory Technician,1,Married,10965.0,9396,5,Y,No,13,3,3,80,1,6,5,3,2,2,0,2
52,No,Travel_Rarely,319,Research & Development,3,3,Medical,1,543,4.0,Male,39,2,3,Manufacturing Director,3,Married,4936.0,19609,2,Y,Yes,14,3,3,80,0,28,4,3,5,4,0,4
45,No,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,544,1.0,Male,69,3,1,Research Scientist,4,Married,2543.0,9655,3,Y,No,21,4,4,80,2,8,3,2,2,2,0,2
52,No,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,1,546,4.0,Female,30,3,4,Manager,4,Married,5304.0,10310,2,Y,No,13,3,4,80,0,31,2,1,5,2,1,4
42,No,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,547,1.0,Female,92,3,2,Research Scientist,3,Divorced,16659.0,12932,2,Y,No,11,3,2,80,1,19,3,3,5,4,0,2
30,No,Travel_Rarely,317,Research & Development,2,3,Life Sciences,1,548,3.0,Female,43,1,2,Manufacturing Director,4,Single,4260.0,24793,2,Y,No,20,4,3,80,0,11,2,3,5,4,0,2
46,No,Travel_Rarely,1485,Research & Development,18,3,Medical,1,550,3.0,Female,87,3,2,Manufacturing Director,3,Divorced,2476.0,26314,2,Y,No,14,3,3,80,1,19,5,2,10,7,0,8
42,No,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,1,551,4.0,Female,88,2,2,Healthcare Representative,4,Married,3102.0,4386,0,Y,No,11,3,4,80,3,7,4,4,6,5,0,4
24,Yes,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,554,1.0,Female,62,3,1,Sales Representative,2,Single,2244.0,21972,1,Y,Yes,16,3,2,80,0,6,4,3,5,3,1,4
34,Yes,Travel_Frequently,296,Sales,6,2,Marketing,1,555,4.0,Female,33,1,1,Sales Representative,3,Divorced,7596.0,12253,0,Y,No,16,3,4,80,1,3,3,2,2,2,1,0
38,No,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,1,556,4.0,Male,42,3,1,Laboratory Technician,4,Married,2285.0,12106,1,Y,Yes,23,4,3,80,1,1,3,3,1,0,0,0
26,No,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,560,1.0,Female,90,3,1,Research Scientist,4,Divorced,3034.0,3032,1,Y,No,22,4,2,80,2,3,3,1,3,2,0,2
30,No,Non-Travel,1400,Research & Development,3,3,Life Sciences,1,562,3.0,Male,53,3,1,Laboratory Technician,4,Married,5715.0,16734,4,Y,No,15,3,3,80,1,9,3,1,5,3,1,4
29,No,Travel_Rarely,986,Research & Development,3,4,Medical,1,564,2.0,Male,93,2,3,Research Director,3,Married,2576.0,21526,1,Y,No,18,3,3,80,0,10,2,3,10,2,0,7
29,Yes,Travel_Rarely,408,Research & Development,25,5,Technical Degree,1,565,3.0,Female,71,2,1,Research Scientist,2,Married,4197.0,18300,5,Y,No,16,3,2,80,0,6,2,4,2,2,1,1
19,Yes,Travel_Rarely,489,Human Resources,2,2,Technical Degree,1,566,1.0,Male,52,2,1,Human Resources,4,Single,14336.0,18437,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0
30,No,Non-Travel,1398,Sales,22,4,Other,1,567,3.0,Female,69,3,3,Sales Executive,1,Married,3448.0,2890,0,Y,No,11,3,3,80,0,10,3,3,9,8,7,8
57,No,Travel_Rarely,210,Sales,29,3,Marketing,1,568,1.0,Male,56,2,4,Manager,4,Divorced,19406.0,22102,3,Y,No,12,3,3,80,1,32,3,2,1,0,0,0
30,No,Non-Travel,1116,Research & Development,2,3,Medical,1,571,3.0,Female,49,3,1,Laboratory Technician,4,Single,6538.0,7181,0,Y,No,14,3,3,80,0,12,2,2,11,7,6,7
60,No,Travel_Frequently,1499,Sales,28,3,Marketing,1,573,3.0,Female,80,2,3,Sales Executive,1,Married,4306.0,2845,4,Y,No,19,3,4,80,0,22,5,4,18,13,13,11
47,No,Travel_Rarely,983,Research & Development,2,2,Medical,1,574,1.0,Female,65,3,2,Manufacturing Director,4,Divorced,2258.0,7389,5,Y,No,13,3,3,80,3,20,2,3,5,0,0,4
35,No,Travel_Rarely,144,Research & Development,22,3,Life Sciences,1,577,4.0,Male,46,1,1,Laboratory Technician,3,Single,4522.0,19225,0,Y,No,15,3,3,80,0,6,2,3,5,4,4,3
54,No,Travel_Rarely,548,Research & Development,8,4,Life Sciences,1,578,3.0,Female,42,3,2,Laboratory Technician,3,Single,4487.0,23428,7,Y,No,11,3,3,80,0,19,3,3,1,0,0,0
34,No,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,1,579,4.0,Male,62,2,1,Research Scientist,3,Divorced,4449.0,8416,3,Y,No,12,3,3,80,1,14,3,3,7,3,5,7
46,No,Travel_Rarely,1125,Sales,10,3,Marketing,1,580,3.0,Female,94,2,3,Sales Executive,4,Married,2218.0,11563,2,Y,Yes,19,3,3,80,1,15,3,3,3,2,1,2
31,No,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,1,581,3.0,Male,33,3,3,Manufacturing Director,2,Divorced,19197.0,14394,1,Y,No,25,4,4,80,1,13,6,4,13,8,0,8
33,Yes,Travel_Rarely,1277,Research & Development,15,1,Medical,1,582,2.0,Male,56,3,3,Manager,3,Married,13212.0,24619,7,Y,Yes,12,3,4,80,0,15,2,4,7,6,7,7
33,Yes,Travel_Rarely,587,Research & Development,10,1,Medical,1,584,1.0,Male,38,1,1,Laboratory Technician,4,Divorced,6577.0,6705,7,Y,No,13,3,1,80,3,8,2,3,4,3,1,3
30,No,Travel_Rarely,413,Sales,7,1,Marketing,1,585,4.0,Male,57,3,1,Sales Representative,2,Single,8392.0,18398,0,Y,No,14,3,1,80,0,4,3,3,3,2,1,2
35,No,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,1,586,4.0,Male,72,3,3,Healthcare Representative,3,Married,4558.0,14295,4,Y,Yes,12,3,3,80,0,10,2,3,8,7,0,0
31,Yes,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,587,1.0,Male,66,3,3,Healthcare Representative,3,Married,4031.0,22908,3,Y,No,12,3,1,80,0,12,2,3,1,0,0,0
34,Yes,Travel_Frequently,988,Human Resources,23,3,Human Resources,1,590,2.0,Female,43,3,3,Human Resources,1,Divorced,7969.0,11533,9,Y,Yes,15,3,3,80,3,11,2,3,3,2,0,2
42,No,Travel_Frequently,1474,Research & Development,5,2,Other,1,591,2.0,Male,97,3,1,Laboratory Technician,3,Married,2654.0,9260,4,Y,No,17,3,4,80,1,8,4,3,2,2,2,0
36,No,Non-Travel,635,Sales,10,4,Medical,1,592,2.0,Male,32,3,3,Sales Executive,4,Single,16555.0,15318,1,Y,No,14,3,4,80,0,10,3,2,10,3,9,7
22,Yes,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,1,593,3.0,Male,99,2,1,Laboratory Technician,3,Single,4556.0,9129,5,Y,No,16,3,3,80,0,4,3,3,2,2,1,2
48,No,Travel_Rarely,163,Sales,2,5,Marketing,1,595,2.0,Female,37,3,2,Sales Executive,4,Married,6091.0,19658,2,Y,No,14,3,1,80,1,14,2,3,9,7,6,7
41,No,Non-Travel,267,Sales,10,2,Life Sciences,1,599,4.0,Male,56,3,2,Sales Executive,4,Single,19566.0,13430,7,Y,No,14,3,4,80,0,16,3,3,14,3,1,10
35,No,Travel_Rarely,619,Sales,1,3,Marketing,1,600,3.0,Male,85,3,2,Sales Executive,3,Married,4810.0,18659,9,Y,No,11,3,3,80,0,15,2,3,11,9,6,9
40,No,Travel_Rarely,302,Research & Development,6,3,Life Sciences,1,601,2.0,Female,75,3,4,Manufacturing Director,3,Single,4523.0,20364,7,Y,No,15,3,3,80,0,22,3,3,20,6,5,13
39,No,Travel_Frequently,443,Research & Development,8,1,Life Sciences,1,602,3.0,Female,48,3,1,Laboratory Technician,3,Married,3202.0,17872,1,Y,No,11,3,1,80,1,8,3,3,8,3,0,7
31,No,Travel_Rarely,828,Sales,2,1,Life Sciences,1,604,2.0,Male,77,3,2,Sales Executive,4,Single,2351.0,8346,4,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5
42,No,Travel_Rarely,319,Research & Development,24,3,Medical,1,605,4.0,Male,56,3,3,Manufacturing Director,1,Married,1702.0,6950,1,Y,Yes,21,4,4,80,1,10,5,2,10,9,5,8
45,No,Travel_Rarely,561,Sales,2,3,Other,1,606,4.0,Male,61,3,2,Sales Executive,2,Married,18041.0,16177,0,Y,No,19,3,2,80,1,9,3,4,8,7,3,7
26,Yes,Travel_Frequently,426,Human Resources,17,4,Life Sciences,1,608,2.0,Female,58,3,1,Human Resources,3,Divorced,2886.0,22808,0,Y,Yes,11,3,2,80,1,8,2,2,7,7,1,0
29,No,Travel_Rarely,232,Research & Development,19,3,Technical Degree,1,611,4.0,Male,34,3,2,Manufacturing Director,4,Divorced,2097.0,22645,4,Y,No,12,3,2,80,2,8,2,4,3,2,1,2
33,No,Travel_Rarely,922,Research & Development,1,5,Medical,1,612,1.0,Female,95,4,4,Research Director,3,Divorced,11935.0,22578,4,Y,No,19,3,3,80,1,10,2,3,6,1,0,5
31,No,Travel_Rarely,688,Sales,7,3,Life Sciences,1,613,3.0,Male,44,2,3,Manager,4,Divorced,2546.0,25291,9,Y,No,21,4,3,80,1,10,3,2,5,4,0,1
18,Yes,Travel_Frequently,1306,Sales,5,3,Marketing,1,614,2.0,Male,69,3,1,Sales Representative,2,Single,2564.0,8059,1,Y,Yes,14,3,4,80,0,0,3,3,0,0,0,0
40,No,Non-Travel,1094,Sales,28,3,Other,1,615,3.0,Male,58,1,3,Sales Executive,1,Divorced,8412.0,11373,3,Y,No,15,3,3,80,1,20,2,3,1,0,0,1
41,No,Non-Travel,509,Research & Development,2,4,Other,1,616,1.0,Female,62,2,2,Healthcare Representative,3,Single,14118.0,2112,2,Y,Yes,17,3,1,80,0,10,3,3,8,7,0,7
26,No,Travel_Rarely,775,Sales,29,2,Medical,1,618,1.0,Male,45,3,2,Sales Executive,3,Divorced,17046.0,4267,5,Y,No,12,3,1,80,2,8,5,3,0,0,0,0
35,No,Travel_Rarely,195,Sales,1,3,Medical,1,620,1.0,Female,80,3,2,Sales Executive,3,Single,2564.0,6698,1,Y,No,16,3,4,80,0,5,3,3,5,4,0,3
34,No,Travel_Rarely,258,Sales,21,4,Life Sciences,1,621,4.0,Male,74,4,2,Sales Executive,4,Single,10266.0,19921,1,Y,No,12,3,4,80,0,10,3,3,10,7,5,7
26,Yes,Travel_Rarely,471,Research & Development,24,3,Technical Degree,1,622,3.0,Male,66,1,1,Laboratory Technician,4,Single,5070.0,23213,1,Y,Yes,18,3,2,80,0,1,3,1,1,0,0,0
37,No,Travel_Rarely,799,Research & Development,1,3,Technical Degree,1,623,2.0,Female,59,3,3,Manufacturing Director,4,Single,17861.0,23848,4,Y,No,17,3,4,80,0,12,3,4,6,5,1,2
46,No,Travel_Frequently,1034,Research & Development,18,1,Medical,1,624,1.0,Female,86,3,3,Healthcare Representative,3,Married,4230.0,8984,5,Y,No,11,3,4,80,0,28,3,2,2,2,1,2
41,No,Travel_Rarely,1276,Sales,2,5,Life Sciences,1,625,2.0,Female,91,3,4,Manager,1,Married,3780.0,5626,7,Y,No,16,3,2,80,1,22,2,3,18,16,11,8
37,No,Non-Travel,142,Sales,9,4,Medical,1,626,1.0,Male,69,3,3,Sales Executive,2,Divorced,2768.0,24666,1,Y,No,13,3,4,80,1,9,6,3,9,5,7,7
52,No,Travel_Rarely,956,Research & Development,6,2,Technical Degree,1,630,4.0,Male,78,3,2,Research Scientist,1,Divorced,9071.0,22087,3,Y,Yes,12,3,2,80,2,18,3,3,10,9,6,9
32,Yes,Non-Travel,1474,Sales,11,4,Other,1,631,4.0,Male,60,4,2,Sales Executive,3,Married,10648.0,23914,8,Y,No,12,3,4,80,0,6,2,3,4,2,1,2
24,No,Travel_Frequently,535,Sales,24,3,Medical,1,632,4.0,Male,38,3,1,Sales Representative,4,Married,13610.0,5530,0,Y,No,13,3,3,80,2,3,3,3,2,2,2,1
38,No,Travel_Rarely,1495,Research & Development,10,3,Medical,1,634,3.0,Female,76,3,2,Healthcare Representative,3,Married,3408.0,22174,3,Y,No,19,3,3,80,1,18,4,3,1,0,0,0
37,No,Travel_Rarely,446,Research & Development,1,4,Life Sciences,1,635,2.0,Female,65,3,2,Manufacturing Director,2,Married,2983.0,15701,6,Y,No,12,3,2,80,1,8,2,2,6,5,4,3
24,No,Travel_Rarely,691,Research & Development,23,3,Medical,1,639,2.0,Male,89,4,1,Research Scientist,4,Married,7632.0,21630,1,Y,Yes,11,3,2,80,2,6,3,3,6,5,1,4
26,No,Travel_Rarely,703,Sales,28,2,Marketing,1,641,1.0,Male,66,3,2,Sales Executive,2,Married,9824.0,7428,1,Y,No,20,4,4,80,2,6,5,4,5,3,1,4
24,No,Travel_Rarely,823,Research & Development,17,2,Other,1,643,4.0,Male,94,2,1,Laboratory Technician,2,Married,9950.0,9100,1,Y,No,21,4,4,80,1,1,2,3,1,0,0,0
25,No,Travel_Rarely,622,Sales,13,1,Medical,1,645,2.0,Male,40,3,1,Sales Representative,3,Married,2093.0,26376,1,Y,No,11,3,3,80,0,7,1,3,7,4,0,6
24,Yes,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,1,647,1.0,Female,55,3,1,Laboratory Technician,3,Married,9980.0,14168,1,Y,Yes,16,3,4,80,1,6,4,3,6,3,1,2
30,Yes,Travel_Frequently,448,Sales,12,4,Life Sciences,1,648,2.0,Male,74,2,1,Sales Representative,1,Married,3894.0,14470,1,Y,No,18,3,3,80,1,1,2,4,1,0,0,0
34,No,Travel_Rarely,254,Research & Development,1,2,Life Sciences,1,649,2.0,Male,83,2,1,Research Scientist,4,Married,4051.0,22794,1,Y,Yes,13,3,4,80,1,6,3,3,6,5,1,3
31,Yes,Travel_Rarely,1365,Sales,13,4,Medical,1,650,2.0,Male,46,3,2,Sales Executive,1,Divorced,16835.0,11512,2,Y,No,17,3,3,80,0,9,2,1,3,1,1,2
35,No,Travel_Rarely,538,Research & Development,25,2,Other,1,652,1.0,Male,54,2,2,Laboratory Technician,4,Single,6230.0,14004,4,Y,No,14,3,4,80,0,9,3,3,3,2,0,2
31,No,Travel_Rarely,525,Sales,6,4,Medical,1,653,1.0,Male,66,4,2,Sales Executive,4,Divorced,4717.0,6219,4,Y,No,22,4,4,80,2,13,4,4,7,7,5,7
27,No,Travel_Rarely,798,Research & Development,6,4,Medical,1,655,1.0,Female,66,2,1,Research Scientist,3,Divorced,13237.0,5013,0,Y,No,12,3,3,80,2,6,5,2,5,3,0,3
37,No,Travel_Rarely,558,Sales,2,3,Marketing,1,656,4.0,Male,75,3,2,Sales Executive,3,Married,3755.0,3010,4,Y,Yes,11,3,3,80,1,17,3,2,3,0,1,0
20,No,Travel_Rarely,959,Research & Development,1,3,Life Sciences,1,657,4.0,Female,83,2,1,Research Scientist,2,Single,6582.0,11757,1,Y,No,13,3,4,80,0,1,0,4,1,0,0,0
42,No,Travel_Rarely,622,Research & Development,2,4,Life Sciences,1,659,3.0,Female,81,3,2,Healthcare Representative,4,Married,7406.0,5718,1,Y,No,13,3,2,80,2,10,4,3,10,2,2,2
43,No,Travel_Rarely,782,Research & Development,6,4,Other,1,661,2.0,Male,50,2,4,Research Director,4,Divorced,4805.0,2671,4,Y,Yes,14,3,3,80,1,21,3,2,1,0,0,0
38,No,Travel_Rarely,362,Research & Development,1,1,Life Sciences,1,662,3.0,Female,43,3,1,Research Scientist,1,Single,2741.0,14561,3,Y,No,17,3,4,80,0,8,3,2,0,0,0,0
43,No,Travel_Frequently,1001,Research & Development,9,5,Medical,1,663,4.0,Male,72,3,2,Laboratory Technician,3,Divorced,4262.0,19627,3,Y,Yes,13,3,2,80,1,10,3,3,8,7,4,7
48,No,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,1,664,4.0,Female,40,2,4,Manager,1,Married,16184.0,17997,7,Y,No,11,3,1,80,1,21,3,1,3,2,0,2
44,No,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,665,1.0,Female,50,2,2,Human Resources,3,Single,11557.0,26894,4,Y,No,11,3,2,80,0,10,1,4,2,2,0,2
34,No,Travel_Rarely,204,Sales,14,3,Technical Degree,1,666,3.0,Female,31,3,1,Sales Representative,3,Divorced,1878.0,2912,1,Y,Yes,18,3,4,80,2,8,3,3,8,2,0,6
27,Yes,Travel_Rarely,1420,Sales,2,1,Marketing,1,667,3.0,Male,85,3,1,Sales Representative,1,Divorced,10932.0,16346,0,Y,No,11,3,2,80,1,5,3,3,4,3,0,2
21,No,Travel_Rarely,1343,Sales,22,1,Technical Degree,1,669,3.0,Male,49,3,1,Sales Representative,3,Single,6811.0,24444,1,Y,No,11,3,3,80,0,3,2,3,3,2,1,2
22,No,Travel_Rarely,604,Research & Development,6,1,Medical,1,675,1.0,Male,69,3,1,Research Scientist,3,Married,4306.0,12145,0,Y,No,20,4,4,80,0,3,3,3,2,2,2,2
33,No,Travel_Rarely,1216,Sales,8,4,Marketing,1,677,3.0,Male,39,3,2,Sales Executive,3,Divorced,4859.0,20431,0,Y,No,12,3,4,80,0,6,3,3,5,0,1,2
32,No,Travel_Rarely,646,Research & Development,9,4,Life Sciences,1,679,1.0,Female,92,3,2,Research Scientist,4,Married,5337.0,18089,1,Y,Yes,12,3,4,80,1,6,2,2,6,4,0,5
30,No,Travel_Frequently,160,Research & Development,3,3,Medical,1,680,3.0,Female,71,3,1,Research Scientist,3,Divorced,2340.0,22653,1,Y,No,20,4,3,80,1,1,2,3,1,0,0,0
53,No,Travel_Rarely,238,Sales,1,1,Medical,1,682,4.0,Female,34,3,2,Sales Executive,1,Single,7491.0,7507,7,Y,No,20,4,4,80,0,18,2,4,14,7,8,10
34,No,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,1,683,2.0,Male,42,3,1,Research Scientist,4,Married,10527.0,7660,1,Y,No,12,3,4,80,1,10,4,2,10,9,8,8
45,Yes,Travel_Frequently,306,Sales,26,4,Life Sciences,1,684,1.0,Female,100,3,2,Sales Executive,1,Married,16595.0,5630,2,Y,No,14,3,4,80,2,5,4,3,1,1,0,0
26,No,Travel_Rarely,991,Research & Development,6,3,Life Sciences,1,686,3.0,Female,71,3,1,Laboratory Technician,4,Married,8834.0,17759,1,Y,Yes,13,3,3,80,1,3,2,3,3,2,0,2
37,No,Travel_Rarely,482,Research & Development,3,3,Other,1,689,3.0,Male,36,3,3,Manufacturing Director,3,Married,5577.0,9606,1,Y,No,15,3,3,80,1,10,2,3,10,7,7,8
29,No,Travel_Rarely,1176,Sales,3,2,Medical,1,690,2.0,Female,62,3,2,Sales Executive,3,Married,4707.0,3487,1,Y,No,14,3,1,80,1,6,5,2,6,0,1,2
